tipo_de_carretera;numeros_de_carriles;curvatura;limite_de_velocidad;iluminacion;clima;seniales_presentes;carretera_publica;momento_del_dia;feriado;temporada_escolar;nro_accidentes_reportados;riesgo_de_accidente
rural;3;0,09;45;poca_luz;despejado;no;si;tarde;si;si;3;0,12
urban;3;0,5;45;noche;neblina;no;si;tarde;si;si;0;0,48
rural;3;0,75;60;noche;neblina;si;si;mañana;no;no;3;0,82
urban;4;0,96;45;luz;neblina;si;si;mañana;no;no;3;0,59
rural;3;0,11;25;poca_luz;despejado;no;si;mañana;si;si;2;0
autopista;4;0,63;45;poca_luz;despejado;si;si;noche;si;no;1;0,2
urban;2;0,35;70;luz;neblina;si;no;mañana;si;si;1;0,48
urban;2;0,23;25;luz;neblina;si;no;noche;no;no;2;0,16
rural;2;0,6;25;poca_luz;lluvioso;no;si;tarde;no;no;1;0,35
rural;1;0,39;70;noche;lluvioso;si;si;tarde;no;no;1;0,71
urban;4;0,07;60;poca_luz;lluvioso;si;si;tarde;no;si;2;0,38
rural;3;0,9;45;poca_luz;lluvioso;si;no;noche;si;no;4;0,59
autopista;4;0,43;35;noche;neblina;no;si;noche;no;si;0;0,42
urban;4;0,96;35;poca_luz;lluvioso;no;no;mañana;no;si;3;0,47
autopista;1;0,22;70;poca_luz;despejado;si;no;mañana;si;si;0;0,21
urban;3;0,06;25;poca_luz;lluvioso;si;si;noche;no;si;3;0,32
autopista;1;0,03;70;poca_luz;lluvioso;no;si;mañana;no;no;3;0,45
urban;1;0,62;25;noche;lluvioso;si;si;tarde;no;no;1;0,46
rural;2;0,84;25;poca_luz;neblina;no;si;tarde;no;si;0;0,32
urban;4;0,64;25;noche;neblina;si;no;tarde;no;si;2;0,47
autopista;3;0,82;45;luz;lluvioso;si;no;tarde;si;si;0;0,42
urban;2;0,52;35;noche;despejado;si;si;mañana;si;no;1;0,31
autopista;1;0,11;45;noche;despejado;si;no;mañana;no;no;0;0,17
autopista;1;0,81;35;luz;despejado;no;no;mañana;no;si;0;0,22
autopista;2;0,36;45;poca_luz;despejado;si;no;tarde;si;no;0;0,13
rural;2;0,69;25;luz;neblina;si;si;mañana;si;no;1;0,36
urban;2;0,11;70;noche;neblina;no;no;tarde;si;no;0;0,45
autopista;2;0,28;45;luz;lluvioso;si;si;noche;si;no;1;0,2
rural;2;0,41;25;noche;lluvioso;si;no;mañana;no;no;0;0,41
autopista;3;0,97;45;noche;lluvioso;no;no;tarde;no;no;1;0,55
urban;4;0,64;25;luz;despejado;no;si;tarde;no;si;1;0,15
rural;3;0,69;25;poca_luz;neblina;no;no;tarde;si;no;3;0,46
autopista;4;0,78;25;noche;lluvioso;si;no;tarde;no;si;3;0,66
autopista;4;0,49;45;poca_luz;lluvioso;no;no;tarde;no;no;2;0,27
autopista;2;0,16;60;luz;neblina;si;no;noche;no;no;1;0,3
urban;3;0,31;45;noche;lluvioso;si;si;tarde;si;no;1;0,37
rural;3;0,25;60;poca_luz;despejado;no;no;mañana;si;si;4;0,43
rural;1;0,9;70;poca_luz;despejado;si;no;noche;no;no;2;0,49
rural;3;0,73;70;noche;lluvioso;si;si;mañana;no;si;4;0,83
autopista;3;0,55;45;luz;neblina;no;si;mañana;no;si;0;0,26
rural;1;0,24;25;poca_luz;neblina;no;si;mañana;no;si;1;0,22
autopista;4;0,16;25;luz;lluvioso;no;no;noche;no;no;0;0,17
urban;4;0,59;25;poca_luz;lluvioso;si;si;mañana;no;no;0;0,29
rural;2;0,13;70;luz;despejado;no;si;tarde;no;si;0;0,22
autopista;4;0,45;60;luz;lluvioso;no;si;noche;si;si;2;0,46
rural;4;0,58;25;luz;neblina;si;si;mañana;si;no;1;0,35
rural;3;0,36;25;noche;lluvioso;si;no;tarde;no;si;1;0,36
urban;1;0,93;70;poca_luz;despejado;si;si;noche;no;si;1;0,54
rural;2;0,09;25;noche;neblina;si;no;mañana;si;no;2;0,34
urban;3;0,42;60;noche;despejado;no;si;tarde;no;no;2;0,55
rural;3;0,9;45;poca_luz;neblina;si;no;noche;no;no;0;0,42
rural;3;0,18;70;noche;lluvioso;si;si;noche;si;si;2;0,51
rural;1;0,63;70;noche;neblina;si;si;tarde;no;no;1;0,78
rural;2;0,58;35;poca_luz;lluvioso;no;si;mañana;no;si;1;0,28
rural;2;0,9;70;noche;neblina;si;si;mañana;si;no;0;0,77
rural;3;0,89;70;luz;lluvioso;si;no;tarde;no;si;0;0,51
urban;4;0,91;35;luz;neblina;no;si;tarde;no;no;3;0,43
urban;1;0,58;70;noche;despejado;no;no;tarde;no;si;1;0,53
autopista;2;0,18;45;poca_luz;lluvioso;si;no;noche;no;si;3;0,35
rural;2;0,14;35;poca_luz;despejado;no;si;tarde;no;no;0;0,05
urban;2;0,77;45;poca_luz;neblina;no;si;mañana;si;si;1;0,32
rural;4;0,42;45;luz;lluvioso;si;si;noche;si;si;1;0,28
rural;4;0,25;70;noche;despejado;si;no;noche;no;si;0;0,53
urban;1;0,67;70;luz;neblina;si;no;mañana;no;no;1;0,4
rural;4;0,77;70;luz;neblina;no;si;mañana;no;no;3;0,63
urban;4;0,91;60;poca_luz;lluvioso;si;no;noche;si;si;1;0,61
urban;3;0,04;35;poca_luz;neblina;no;no;tarde;si;si;0;0,21
autopista;4;0,11;35;noche;despejado;si;no;tarde;si;no;0;0,26
autopista;2;0,68;70;poca_luz;despejado;si;si;noche;no;no;1;0,32
autopista;1;0,15;45;noche;despejado;no;si;tarde;si;no;1;0,28
autopista;3;0,13;45;luz;despejado;no;si;tarde;no;no;3;0,15
rural;3;0,18;45;luz;lluvioso;no;si;mañana;si;no;0;0,11
rural;1;0,3;35;noche;neblina;si;no;noche;no;si;1;0,42
autopista;3;0,89;70;luz;lluvioso;no;si;noche;no;si;1;0,48
urban;3;0,8;70;poca_luz;despejado;si;si;noche;si;no;0;0,4
urban;1;0,33;60;poca_luz;neblina;no;si;tarde;no;no;3;0,4
urban;3;0,63;35;noche;despejado;si;si;mañana;no;si;1;0,44
urban;4;0,69;70;noche;despejado;si;si;noche;si;no;2;0,58
rural;1;0,99;70;luz;lluvioso;si;si;mañana;no;no;3;0,7
urban;2;0,08;35;noche;neblina;si;no;tarde;no;no;3;0,51
urban;1;0,36;25;luz;despejado;si;si;noche;si;si;3;0,19
autopista;4;0,95;25;noche;despejado;si;no;mañana;si;no;1;0,5
urban;4;0,53;60;luz;lluvioso;no;si;noche;si;no;3;0,59
rural;2;0,78;35;poca_luz;despejado;no;no;noche;si;si;2;0,2
urban;4;0,23;60;poca_luz;neblina;si;no;noche;no;si;3;0,52
urban;2;0,29;35;poca_luz;lluvioso;si;si;mañana;no;si;2;0,19
rural;2;0,89;25;luz;despejado;no;si;mañana;no;si;1;0,28
autopista;1;0,67;70;poca_luz;neblina;no;si;tarde;si;no;0;0,53
rural;1;0,84;35;poca_luz;lluvioso;si;si;tarde;no;no;2;0,34
autopista;1;0,21;25;noche;despejado;no;no;tarde;si;si;0;0,32
urban;2;0,24;45;poca_luz;despejado;no;no;noche;si;si;2;0,11
autopista;3;0,29;60;noche;despejado;si;no;noche;si;no;3;0,46
autopista;3;0,83;45;luz;neblina;si;si;noche;no;si;1;0,3
autopista;1;0,22;45;noche;despejado;si;no;mañana;si;no;2;0,24
urban;3;0,67;60;poca_luz;neblina;si;si;mañana;si;no;3;0,68
autopista;2;0,32;70;luz;despejado;si;no;mañana;si;si;2;0,33
autopista;2;0,61;45;luz;despejado;si;si;noche;no;no;0;0,17
urban;4;0,43;45;poca_luz;lluvioso;si;si;tarde;no;si;3;0,26
rural;4;0,26;60;noche;despejado;no;no;noche;no;si;1;0,41
rural;3;0,66;35;noche;lluvioso;no;no;tarde;si;si;3;0,64
rural;3;0,69;70;poca_luz;lluvioso;no;si;tarde;si;si;2;0,55
urban;4;0,76;25;noche;lluvioso;no;si;tarde;no;si;2;0,52
urban;2;0,82;60;noche;despejado;si;no;mañana;si;no;1;0,7
rural;1;0,27;35;luz;neblina;si;si;tarde;no;si;0;0,2
autopista;1;0,39;70;luz;lluvioso;no;no;mañana;no;no;1;0,47
rural;3;0,65;70;luz;lluvioso;no;si;mañana;no;no;1;0,51
urban;3;0,68;25;poca_luz;lluvioso;si;si;mañana;no;si;1;0,36
autopista;4;0,99;25;noche;lluvioso;si;no;mañana;no;si;3;0,72
autopista;1;0,21;70;noche;lluvioso;no;no;tarde;no;si;3;0,61
urban;4;0,58;45;noche;despejado;si;no;noche;si;si;0;0,34
autopista;4;0,12;25;luz;neblina;no;si;noche;si;no;0;0,2
rural;3;0,13;70;luz;despejado;si;si;noche;si;si;1;0,25
urban;3;0,43;25;noche;neblina;no;no;noche;no;no;2;0,41
urban;4;0,56;45;luz;neblina;si;no;mañana;si;no;3;0,38
urban;3;0,21;35;poca_luz;neblina;no;no;noche;si;si;0;0,21
urban;2;0,06;35;noche;lluvioso;si;no;noche;no;si;1;0,25
autopista;4;0,34;25;luz;despejado;si;no;tarde;no;no;1;0,16
urban;1;0,22;45;luz;lluvioso;no;no;mañana;si;si;0;0,15
urban;4;0,09;70;poca_luz;neblina;si;no;noche;no;si;1;0,31
autopista;3;0,83;60;noche;lluvioso;no;no;tarde;no;si;0;0,75
urban;3;0,58;25;luz;lluvioso;no;si;tarde;si;si;1;0,25
autopista;3;0,72;70;noche;despejado;si;no;mañana;no;no;0;0,54
autopista;3;0,76;70;luz;despejado;si;si;mañana;si;no;0;0,46
urban;3;0,15;70;poca_luz;lluvioso;no;no;mañana;no;no;3;0,53
rural;4;0,27;70;poca_luz;lluvioso;no;si;tarde;no;no;2;0,42
urban;3;0,06;45;poca_luz;lluvioso;si;si;mañana;si;no;5;0,18
rural;2;0,89;60;noche;despejado;no;no;tarde;no;no;3;0,78
autopista;2;0,79;35;luz;neblina;si;no;tarde;no;no;1;0,33
rural;4;0,28;70;noche;neblina;no;si;noche;no;si;1;0,51
urban;4;0,31;70;noche;lluvioso;si;no;noche;no;si;0;0,59
urban;2;0,59;35;noche;neblina;no;no;noche;si;no;6;0,6
rural;2;0,6;60;poca_luz;neblina;no;si;tarde;si;no;4;0,64
urban;3;0,87;45;noche;despejado;si;no;mañana;no;no;1;0,41
rural;4;0,03;70;noche;despejado;no;si;noche;si;no;2;0,41
autopista;4;0,92;35;poca_luz;neblina;no;si;mañana;no;no;3;0,44
rural;3;0,87;60;poca_luz;despejado;no;si;mañana;no;si;3;0,54
rural;4;0,51;25;noche;despejado;si;no;mañana;si;no;3;0,52
rural;3;0,12;35;poca_luz;neblina;si;no;tarde;no;si;0;0,08
rural;2;0,62;60;poca_luz;neblina;no;no;noche;si;si;0;0,42
autopista;2;0,62;60;poca_luz;neblina;si;si;tarde;si;si;1;0,5
autopista;2;0,09;25;noche;lluvioso;si;si;noche;si;no;0;0,28
autopista;1;0,93;25;noche;neblina;si;no;mañana;si;no;1;0,54
rural;3;0,63;45;luz;despejado;si;si;mañana;si;si;1;0,19
autopista;2;0,54;35;luz;despejado;no;si;noche;si;si;2;0,15
urban;2;0,58;25;luz;lluvioso;no;no;tarde;si;si;1;0,25
autopista;3;0,53;60;luz;lluvioso;si;no;noche;si;si;2;0,48
rural;1;0,09;60;noche;despejado;si;si;tarde;no;no;2;0,4
urban;4;0,77;60;poca_luz;despejado;no;si;mañana;si;no;2;0,37
rural;2;0;60;poca_luz;lluvioso;no;no;mañana;no;no;2;0,25
urban;1;0,82;70;poca_luz;despejado;no;si;tarde;no;no;1;0,42
rural;2;0,14;45;poca_luz;lluvioso;no;si;noche;no;no;2;0,16
rural;2;0,31;45;luz;despejado;si;si;tarde;si;no;1;0,14
urban;3;0,37;60;poca_luz;despejado;no;no;noche;no;no;0;0,32
autopista;1;0,44;45;poca_luz;lluvioso;no;si;tarde;si;si;1;0,23
urban;2;0,47;70;poca_luz;lluvioso;no;si;tarde;no;si;1;0,39
urban;3;0,63;60;noche;despejado;si;si;mañana;no;no;1;0,61
urban;2;0,45;25;poca_luz;neblina;no;si;mañana;no;no;4;0,41
urban;3;0,75;45;luz;lluvioso;si;si;noche;si;no;2;0,33
urban;4;0,11;70;poca_luz;neblina;no;no;tarde;no;si;1;0,37
rural;2;0,31;35;noche;despejado;no;no;noche;si;si;2;0,26
rural;3;0,25;35;poca_luz;neblina;no;si;noche;no;si;2;0,17
autopista;2;0,31;35;luz;despejado;si;no;mañana;no;si;1;0,1
autopista;3;0,2;60;noche;despejado;si;no;mañana;si;si;4;0,48
urban;4;0,87;25;poca_luz;despejado;no;si;mañana;si;no;1;0,29
autopista;3;0,49;25;poca_luz;despejado;si;si;noche;no;si;3;0,25
autopista;1;0,62;45;poca_luz;neblina;no;si;noche;si;no;0;0,26
urban;3;0,75;45;noche;neblina;no;no;noche;si;si;4;0,58
rural;1;0,31;25;noche;neblina;no;si;mañana;si;si;2;0,45
rural;3;0,87;35;luz;neblina;si;no;mañana;si;si;2;0,32
autopista;3;0,45;60;noche;neblina;no;si;mañana;no;si;3;0,68
rural;3;0,64;45;poca_luz;neblina;no;si;mañana;no;si;1;0,34
rural;3;0,03;70;poca_luz;lluvioso;no;si;tarde;no;si;0;0,31
autopista;1;0,42;35;luz;neblina;si;si;tarde;si;si;3;0,31
urban;3;0,29;25;noche;neblina;no;no;noche;si;si;0;0,42
autopista;3;0,04;35;luz;lluvioso;no;si;noche;si;no;0;0,16
autopista;3;0,35;35;noche;despejado;no;si;mañana;no;no;1;0,3
autopista;3;0,84;60;poca_luz;despejado;si;si;mañana;no;si;3;0,48
urban;3;0,89;25;noche;lluvioso;si;no;tarde;si;si;2;0,58
urban;4;0,57;45;luz;lluvioso;no;no;noche;no;si;1;0,36
urban;4;0,98;25;luz;despejado;no;no;mañana;si;si;1;0,27
urban;4;0,92;45;luz;lluvioso;no;si;mañana;no;no;2;0,37
autopista;4;0,67;60;luz;lluvioso;no;si;mañana;no;si;3;0,59
rural;3;0,2;60;luz;despejado;no;no;noche;no;no;1;0,2
autopista;2;0,12;60;luz;lluvioso;no;si;noche;no;si;0;0,22
urban;4;0,66;60;luz;lluvioso;no;si;noche;no;si;1;0,53
rural;1;0,41;35;poca_luz;neblina;si;no;mañana;si;no;2;0,21
autopista;1;0,05;60;poca_luz;despejado;no;si;noche;si;no;1;0,23
rural;3;0,9;45;noche;despejado;si;no;mañana;no;no;1;0,42
urban;4;0,05;25;noche;lluvioso;si;no;mañana;no;no;3;0,37
rural;2;0,79;35;noche;neblina;si;no;mañana;si;si;4;0,63
rural;2;0,54;25;luz;neblina;no;no;mañana;no;si;3;0,37
urban;4;0,43;25;poca_luz;lluvioso;si;si;tarde;no;si;5;0,39
rural;1;0,68;35;noche;neblina;si;si;noche;si;si;1;0,56
autopista;4;0,48;60;luz;neblina;si;si;noche;si;si;1;0,44
rural;4;0,59;70;noche;lluvioso;no;no;noche;si;no;2;0,68
autopista;2;0,58;25;poca_luz;lluvioso;si;no;mañana;no;no;1;0,14
rural;2;0,6;60;noche;despejado;no;no;mañana;no;si;3;0,65
rural;4;0,99;60;luz;lluvioso;si;si;tarde;si;si;5;0,71
urban;1;0,29;70;noche;neblina;no;no;tarde;no;si;2;0,53
urban;1;0,31;60;noche;lluvioso;no;no;mañana;no;si;1;0,62
autopista;1;0,36;35;luz;lluvioso;si;no;mañana;no;no;3;0,31
urban;4;0,9;25;poca_luz;lluvioso;no;no;tarde;no;si;0;0,36
urban;4;0,55;45;poca_luz;despejado;si;no;noche;si;no;0;0,09
urban;3;0,93;35;poca_luz;despejado;no;no;mañana;no;si;4;0,36
urban;4;0,76;45;poca_luz;neblina;si;si;mañana;no;si;2;0,32
urban;1;0,25;60;noche;lluvioso;no;si;mañana;no;si;0;0,65
autopista;1;0,57;70;poca_luz;neblina;si;no;noche;si;si;1;0,44
autopista;2;0,08;60;poca_luz;neblina;no;si;noche;si;si;2;0,32
urban;2;0,56;35;poca_luz;neblina;si;no;noche;si;si;1;0,26
urban;1;0,19;60;luz;lluvioso;si;si;mañana;si;si;1;0,32
autopista;1;0,41;45;noche;despejado;no;no;noche;no;si;2;0,36
rural;4;0,58;25;noche;despejado;no;no;tarde;si;si;2;0,38
autopista;2;0,19;25;poca_luz;lluvioso;si;si;tarde;no;no;2;0,22
rural;1;0,75;25;noche;lluvioso;no;no;tarde;no;si;1;0,47
urban;4;0,48;35;luz;neblina;no;si;tarde;no;no;0;0,24
urban;3;0,87;70;luz;neblina;si;si;tarde;no;si;1;0,62
autopista;1;0,31;35;luz;despejado;no;si;tarde;no;no;1;0,08
urban;2;0,77;60;poca_luz;neblina;no;si;noche;si;no;0;0,54
rural;3;0,02;60;noche;lluvioso;si;no;mañana;si;si;2;0,42
rural;4;0,55;60;poca_luz;despejado;no;si;mañana;no;si;1;0,36
autopista;1;0,85;60;luz;despejado;si;no;noche;no;no;0;0,37
rural;2;0,83;25;luz;lluvioso;no;si;tarde;no;no;1;0,36
autopista;2;0,57;35;luz;despejado;si;si;noche;no;no;0;0,15
autopista;2;0,62;60;poca_luz;lluvioso;no;no;noche;si;si;2;0,47
rural;2;0,77;60;noche;neblina;no;no;mañana;no;si;1;0,74
rural;3;0,54;45;luz;despejado;si;si;noche;no;si;1;0,15
rural;1;0,8;45;noche;neblina;no;no;mañana;no;no;2;0,62
rural;4;0,6;35;noche;despejado;no;no;noche;no;si;0;0,26
rural;1;0,15;70;noche;despejado;si;no;mañana;no;no;1;0,43
rural;1;0,77;25;noche;despejado;si;si;tarde;no;no;3;0,53
rural;1;0,36;60;noche;neblina;no;si;noche;si;si;0;0,61
urban;2;0,88;70;luz;despejado;no;no;mañana;si;si;3;0,55
autopista;3;0,39;70;noche;neblina;no;no;noche;si;si;1;0,63
autopista;4;0,24;45;luz;despejado;si;no;tarde;si;no;2;0,02
rural;4;0,3;25;luz;neblina;si;si;tarde;no;si;1;0,16
autopista;2;0,18;70;noche;lluvioso;si;si;mañana;no;no;1;0,64
rural;3;0,45;25;noche;despejado;si;si;noche;no;si;0;0,35
urban;1;0,75;25;poca_luz;neblina;si;si;mañana;si;no;1;0,32
autopista;4;0,66;60;noche;neblina;no;si;tarde;si;si;2;0,7
autopista;2;0,87;45;noche;lluvioso;si;no;tarde;si;no;3;0,68
urban;2;0,02;60;poca_luz;lluvioso;no;si;noche;no;no;1;0,28
urban;1;0,76;70;poca_luz;despejado;no;no;mañana;si;si;1;0,4
urban;3;0,61;70;noche;lluvioso;no;si;noche;no;no;3;0,85
autopista;3;0,96;60;poca_luz;despejado;si;no;tarde;no;si;5;0,59
autopista;3;0,83;35;poca_luz;lluvioso;no;no;mañana;si;no;1;0,44
urban;2;0,28;60;noche;neblina;no;si;tarde;no;si;3;0,73
urban;2;0,86;25;noche;lluvioso;si;si;mañana;no;si;0;0,54
urban;2;0,88;70;noche;lluvioso;no;no;noche;si;no;3;0,9
urban;3;0,82;70;noche;lluvioso;no;no;mañana;si;no;1;0,73
urban;2;0,53;60;noche;neblina;no;no;tarde;si;no;1;0,67
rural;3;0,85;35;noche;despejado;si;si;mañana;si;si;0;0,4
urban;1;0,32;60;luz;lluvioso;no;no;tarde;si;si;1;0,41
rural;2;0,35;70;poca_luz;despejado;no;no;noche;si;no;3;0,39
autopista;4;0,65;45;noche;neblina;no;si;noche;no;no;0;0,47
autopista;2;0,03;60;luz;lluvioso;si;no;tarde;si;si;0;0,26
rural;4;0,65;35;poca_luz;neblina;si;si;tarde;si;si;1;0,31
urban;4;0,32;25;poca_luz;neblina;si;no;mañana;si;no;2;0,21
autopista;1;0,9;25;noche;despejado;no;si;mañana;no;si;1;0,43
urban;4;0,41;70;poca_luz;lluvioso;si;no;mañana;no;no;1;0,33
urban;4;0,75;70;noche;lluvioso;no;si;noche;si;si;1;0,65
rural;1;0,27;70;noche;despejado;si;si;mañana;no;no;1;0,5
autopista;3;0,33;25;noche;despejado;no;si;tarde;no;no;2;0,24
autopista;4;0,19;25;noche;lluvioso;no;si;tarde;si;no;0;0,26
rural;1;0,24;45;noche;neblina;no;no;noche;no;si;1;0,4
urban;4;0,11;35;luz;lluvioso;si;si;noche;si;si;1;0,16
urban;2;0,62;45;luz;lluvioso;no;si;tarde;si;no;2;0,21
autopista;4;0,84;45;poca_luz;neblina;si;si;tarde;no;no;2;0,26
rural;1;0,28;35;noche;despejado;no;no;noche;no;no;1;0,22
rural;1;0,3;35;luz;despejado;no;si;noche;si;si;1;0,12
urban;2;0,91;45;noche;despejado;si;no;mañana;no;no;3;0,58
urban;3;0,09;45;noche;lluvioso;no;no;mañana;si;no;2;0,21
rural;4;0,09;35;poca_luz;despejado;no;no;noche;no;no;2;0,02
autopista;4;0,77;70;luz;despejado;no;si;noche;no;si;2;0,43
urban;2;0,25;60;poca_luz;despejado;no;no;tarde;si;no;1;0,23
rural;2;0,53;45;noche;despejado;si;si;noche;si;no;2;0,43
rural;1;0,46;60;poca_luz;despejado;no;no;noche;si;si;2;0,25
rural;1;0,56;60;poca_luz;neblina;no;no;noche;si;si;3;0,5
autopista;2;0,09;35;luz;lluvioso;no;no;tarde;no;no;3;0,23
urban;1;0,38;25;noche;lluvioso;no;no;tarde;si;si;1;0,39
urban;3;0,64;45;poca_luz;despejado;si;no;noche;no;no;0;0,17
urban;1;0,22;45;noche;despejado;no;si;tarde;no;no;1;0,21
autopista;3;0,15;45;noche;lluvioso;no;no;noche;no;no;1;0,29
urban;2;0,44;60;noche;despejado;no;si;noche;si;no;0;0,56
urban;1;0,94;25;noche;neblina;no;no;noche;no;si;0;0,54
urban;4;0,95;25;luz;despejado;no;si;mañana;no;no;1;0,31
urban;1;0,85;25;noche;lluvioso;no;no;noche;no;no;0;0,57
autopista;3;0,26;70;luz;neblina;si;no;tarde;no;si;2;0,35
rural;3;0,69;70;noche;despejado;si;si;tarde;no;si;0;0,59
rural;2;0,96;70;poca_luz;lluvioso;no;si;noche;si;si;2;0,65
urban;4;0,68;25;noche;neblina;si;no;tarde;si;no;1;0,48
urban;2;0,61;25;luz;lluvioso;si;si;tarde;si;si;1;0,29
urban;2;0,12;25;luz;despejado;no;no;tarde;si;si;2;0,01
autopista;2;0,75;70;noche;despejado;no;no;mañana;no;si;1;0,6
urban;4;0,77;35;noche;neblina;no;si;mañana;no;si;2;0,43
autopista;4;0,17;60;poca_luz;neblina;no;si;mañana;si;no;0;0,34
urban;3;0,4;25;luz;despejado;no;si;tarde;no;no;1;0,18
urban;1;0,57;70;luz;despejado;no;si;mañana;si;no;2;0,45
rural;1;0,25;45;poca_luz;despejado;no;no;mañana;no;si;2;0,12
urban;2;0,98;25;poca_luz;despejado;no;no;tarde;si;no;2;0,24
autopista;4;0,17;25;poca_luz;despejado;si;si;noche;si;si;1;0,02
rural;1;0,96;25;noche;neblina;no;si;mañana;no;si;0;0,54
autopista;2;0,17;60;luz;despejado;no;si;noche;si;si;2;0,27
rural;4;0,49;60;poca_luz;despejado;no;si;tarde;no;si;0;0,39
autopista;1;0,99;45;luz;neblina;si;si;noche;si;no;1;0,33
rural;1;0,2;35;poca_luz;neblina;no;no;tarde;si;no;1;0,22
autopista;1;0,74;70;poca_luz;despejado;si;no;mañana;no;si;2;0,45
autopista;1;0,51;35;noche;despejado;si;no;noche;si;no;1;0,37
urban;4;0,42;70;noche;despejado;si;si;noche;si;no;2;0,65
rural;4;0,42;25;noche;neblina;no;si;mañana;si;si;1;0,47
rural;3;0,56;45;poca_luz;lluvioso;si;no;mañana;si;no;2;0,22
urban;1;0,77;35;poca_luz;lluvioso;no;no;tarde;si;si;1;0,42
autopista;3;0,33;45;luz;despejado;si;si;tarde;si;no;2;0,17
autopista;4;1;45;poca_luz;despejado;si;si;noche;no;no;1;0,29
rural;4;0,91;60;luz;lluvioso;no;no;tarde;no;no;1;0,55
autopista;4;0,49;35;poca_luz;despejado;si;si;tarde;no;si;4;0,16
rural;3;0,53;60;poca_luz;lluvioso;no;si;noche;no;no;0;0,41
rural;3;0,72;45;poca_luz;lluvioso;si;si;noche;si;no;1;0,29
autopista;1;0,29;60;poca_luz;lluvioso;no;no;tarde;si;no;3;0,42
autopista;2;0,5;35;noche;despejado;no;si;noche;no;no;1;0,34
autopista;2;0,34;25;poca_luz;neblina;no;no;mañana;si;si;0;0,24
urban;3;0,43;35;luz;neblina;no;si;mañana;no;no;2;0,24
rural;4;0,8;70;luz;despejado;no;no;mañana;si;si;0;0,4
autopista;3;0,51;70;poca_luz;despejado;si;no;mañana;si;no;2;0,28
urban;4;0,83;35;poca_luz;despejado;no;si;noche;si;si;2;0,23
autopista;1;0,19;35;noche;despejado;si;no;mañana;no;no;1;0,25
rural;4;0,66;70;luz;neblina;no;si;tarde;si;no;0;0,32
urban;2;0,86;25;noche;despejado;no;no;tarde;si;si;2;0,43
rural;4;0,19;60;poca_luz;neblina;no;si;noche;si;no;2;0,34
autopista;3;0,48;45;poca_luz;neblina;si;no;noche;no;no;0;0,14
autopista;2;0,91;25;poca_luz;neblina;si;no;tarde;no;si;2;0,39
autopista;4;0,95;60;luz;lluvioso;si;si;noche;no;si;2;0,58
urban;2;0,76;45;poca_luz;neblina;no;no;tarde;no;si;1;0,38
urban;4;0,66;60;noche;despejado;no;si;mañana;no;no;0;0,67
urban;1;0,17;25;luz;despejado;no;si;mañana;no;si;1;0,09
urban;3;0,98;45;noche;neblina;no;si;noche;no;no;2;0,65
autopista;1;0,02;25;luz;neblina;no;no;tarde;no;si;0;0,12
autopista;4;0,54;70;noche;despejado;si;si;tarde;no;no;1;0,61
autopista;4;0,19;70;luz;neblina;si;si;noche;si;si;1;0,4
urban;2;0,95;35;noche;neblina;no;si;mañana;si;no;1;0,67
urban;2;0,66;45;luz;despejado;no;no;noche;si;no;1;0,24
autopista;4;0,88;35;luz;despejado;si;no;noche;no;si;1;0,22
autopista;4;0,43;35;poca_luz;neblina;si;si;noche;no;no;1;0,18
urban;3;0,74;70;poca_luz;neblina;si;no;mañana;si;si;2;0,49
rural;4;0,7;25;noche;despejado;si;si;mañana;si;si;2;0,38
autopista;3;0,86;70;luz;despejado;no;no;tarde;no;si;1;0,44
autopista;1;0,04;70;poca_luz;despejado;no;no;tarde;si;no;0;0,28
autopista;1;0,54;35;noche;lluvioso;no;si;tarde;si;no;0;0,46
urban;4;0,75;60;poca_luz;despejado;si;no;tarde;no;si;1;0,43
autopista;4;0,98;70;noche;lluvioso;si;si;mañana;no;si;0;0,84
autopista;1;0,71;35;luz;lluvioso;si;no;noche;no;no;1;0,24
autopista;3;0,6;60;noche;despejado;si;si;noche;no;no;2;0,55
autopista;3;0,51;70;luz;lluvioso;no;no;tarde;no;si;1;0,51
autopista;4;0,32;45;poca_luz;lluvioso;si;no;mañana;si;si;1;0,19
rural;4;0,14;25;luz;lluvioso;no;no;mañana;no;no;2;0,12
rural;3;0,92;45;poca_luz;lluvioso;si;si;tarde;si;no;1;0,51
autopista;2;0,18;60;luz;lluvioso;no;si;mañana;si;si;1;0,33
autopista;1;0,72;60;poca_luz;despejado;si;si;noche;si;si;0;0,52
autopista;4;0,79;25;noche;despejado;si;si;tarde;no;no;3;0,47
autopista;1;0,86;60;poca_luz;lluvioso;no;no;noche;no;si;0;0,57
urban;3;0,32;25;luz;neblina;si;no;mañana;si;no;0;0,2
urban;3;0,89;25;luz;neblina;no;no;tarde;si;no;0;0,33
urban;1;0,51;25;poca_luz;neblina;no;si;tarde;si;no;1;0,31
rural;4;0,18;45;luz;despejado;si;si;mañana;no;si;3;0,15
autopista;4;0,1;35;poca_luz;despejado;no;no;tarde;no;si;2;0,1
urban;2;0,09;70;luz;despejado;no;si;mañana;si;no;4;0,37
autopista;1;0,65;45;poca_luz;lluvioso;si;si;mañana;si;si;2;0,27
autopista;4;0,72;25;noche;despejado;no;si;noche;si;no;1;0,43
rural;3;0,46;25;poca_luz;despejado;no;no;mañana;no;si;0;0,15
